################################################################################
IN SEQ: 	 b'not sex ##ist but females shouldn ##t talk sports that ##s like me talking about a new designer purse or something clue ##less'
IN SEQ: 	 b'call me sex ##ist but i get annoyed by women anchors on sports ##cent ##er'
GOLD SEQ: 	 b'you are sex ##ist if you get annoyed by women anchors on sports ##cent ##er'
PRED SEQ:	 b'call me boring but i get annoyed by some people anchors on sports ##cent ##er on sports ##cent ##er'
GOLD DIST: 	 [1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['you', 'are'], ['if', 'you']]
PRED TOK: 	 [['boring'], ['some', 'people'], ['on', 'sports', '##cent', '##er']]
################################################################################
IN SEQ: 	 b'it really piss ##es me off when anime girls don ##t have big boo ##bs'
GOLD SEQ: 	 b'it really piss ##es me off when anime characters don ##t have big guns'
PRED SEQ:	 b'it really ##es me off when when anime ##t have big don ##t have big boo'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['characters'], ['guns']]
PRED TOK: 	 [['when'], ['##t', 'have', 'big']]
################################################################################
IN SEQ: 	 b'do you know anything about sports women talking about sports completely turns me off'
GOLD SEQ: 	 b'do you know anything about sports people talking about sports completely turns me off'
PRED SEQ:	 b'do you know anything about sports people talking about sports completely turns me off'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['people']]
PRED TOK: 	 [['people']]
################################################################################
IN SEQ: 	 b'it is rare to see women treated in a sex ##ist manner in television'
GOLD SEQ: 	 b'it is unfortunate to see women treated in a sex ##ist manner in television'
PRED SEQ:	 b'it is rare rare to see people treated in a sex manner in television in television ##ist it is rare in a old manner'
GOLD DIST: 	 [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['unfortunate']]
PRED TOK: 	 [['rare'], ['people'], ['in', 'television', '##ist', 'it', 'is', 'rare', 'in', 'a', 'old', 'manner']]
################################################################################
IN SEQ: 	 b'i think guys are fun ##nier than girls probably 75 of the time'
GOLD SEQ: 	 b'i think guys are as funny as girls pro ##ba ##bl ##ly all of the time'
PRED SEQ:	 b'i think people are fun'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['as', 'funny', 'as'], ['pro', '##ba', '##bl', '##ly', 'all']]
PRED TOK: 	 [['people']]
################################################################################
IN SEQ: 	 b'i only like it when men do my eyebrows and nails'
GOLD SEQ: 	 b'i only like it when certain people do my eyebrows and nails'
PRED SEQ:	 b'i only like it when people do my eyebrows and nails and nails nails eyebrows nails i do my eyebrows'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['certain', 'people']]
PRED TOK: 	 [['people'], ['and', 'nails', 'nails', 'eyebrows', 'nails', 'i', 'do', 'my', 'eyebrows']]
################################################################################
IN SEQ: 	 b'compared to men women tend to be gu ##lli ##ble'
GOLD SEQ: 	 b'some people are more gu ##lli ##ble than others'
PRED SEQ:	 b'compared to people'
GOLD DIST: 	 [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['some', 'people', 'are', 'more'], ['than', 'others']]
PRED TOK: 	 [['people']]
################################################################################
IN SEQ: 	 b'im far more willing to help girls than men'
GOLD SEQ: 	 b'im willing to help people'
PRED SEQ:	 b'im far more willing to help people'
GOLD DIST: 	 [0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['people']]
PRED TOK: 	 [['people']]
################################################################################
IN SEQ: 	 b'i only catch males when i play pokemon go'
GOLD SEQ: 	 b'i catch any pokemon when i play pokemon go'
PRED SEQ:	 b'i catch catch when i play pokemon males go go pokemon'
GOLD DIST: 	 [0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['any', 'pokemon']]
PRED TOK: 	 [['catch'], ['males'], ['go', 'pokemon']]
################################################################################
IN SEQ: 	 b'women can ##t tell us what to do'
GOLD SEQ: 	 b'women can tell us what to do'
PRED SEQ:	 b'people can ##t tell us what to do us what to do us tell ##t tell ##t ##t tell us what to do'
GOLD DIST: 	 [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 []
PRED TOK: 	 [['people'], ['us', 'what', 'to', 'do', 'us', 'tell', '##t', 'tell', '##t', '##t', 'tell', 'us', 'what', 'to', 'do']]
################################################################################
IN SEQ: 	 b'i hate women sports announcer ##s'
GOLD SEQ: 	 b'i enjoy women sports announcer ##s'
PRED SEQ:	 b'i people sports women announcer ##s love'
GOLD DIST: 	 [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['enjoy']]
PRED TOK: 	 [['people'], ['women'], ['love']]
################################################################################
IN SEQ: 	 b'i won ##t participate in a day without women absurd to suggest women are less important than men or that we don ##t have equal rights as women'
GOLD SEQ: 	 b'its absurd to suggest women are less important than men its important that we have equal rights'
PRED SEQ:	 b'i won ##t participate in a day without people absurd to suggest people are less important or men that we don ##t have equal rights'
GOLD DIST: 	 [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0]
PRED DIST: 	 [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0]
GOLD TOK: 	 [['its'], ['its', 'important']]
PRED TOK: 	 [['people'], ['people'], ['men']]
################################################################################
IN SEQ: 	 b'the sound of female hockey fans sc ##ree ##ching at the ice from nose ##ble ##ed ##s is causing me pain id rather hear the boys yell'
GOLD SEQ: 	 b'the sound of fake hockey fans sc ##ree ##ching at the ice from nose ##ble ##ed ##s is causing me pain id rather hear the boys yell'
PRED SEQ:	 b'the sound of people hockey fans ##ching at the ice at the nose from ##ble ##s causing is me pain yell the boys'
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]
GOLD TOK: 	 [['fake']]
PRED TOK: 	 [['people'], ['at', 'the'], ['from'], ['is'], ['yell']]
################################################################################
IN SEQ: 	 b"ladies if you ' ve been around your price goes down call me sex ##ist but you know it ' s true joke"
GOLD SEQ: 	 b"people if you ' ve been around your price goes down you know it ' s true joke"
PRED SEQ:	 b"ladies if you ' ve been around your price goes down call me"
GOLD DIST: 	 [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['people']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'there are many jobs in which men should be given preference over women in being hired or promoted'
GOLD SEQ: 	 b'there are many jobs in which men are still given preference over women in being hired or promoted'
PRED SEQ:	 b'there are many jobs in which people should be given over in women in being hired or promoted hired be preference over given over being preference in promoted or promoted hired'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['are', 'still']]
PRED TOK: 	 [['people'], ['in'], ['hired', 'be', 'preference', 'over', 'given', 'over', 'being', 'preference', 'in', 'promoted', 'or', 'promoted', 'hired']]
################################################################################
IN SEQ: 	 b'don ##t why the hell do they invite women politicians on talks ##how ##s they just shout'
GOLD SEQ: 	 b'don ##t why the hell do they invite some politicians on talks ##how ##s they just shout'
PRED SEQ:	 b'don ##t why the hell do they invite people politicians on talks ##s they just shout shout they just shout on ##how they don ##t invite on ##how ##s'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['some']]
PRED TOK: 	 [['people'], ['shout', 'they', 'just', 'shout', 'on', '##how', 'they', 'don', '##t', 'invite', 'on', '##how', '##s']]
################################################################################
IN SEQ: 	 b'im not sex ##ist but the women commentator on sky sports is shocking'
GOLD SEQ: 	 b'im not sex ##ist but the women commentator on sky sports is fantastic'
PRED SEQ:	 b'im not sex ##ist but the people commentator on sports is is'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['fantastic']]
PRED TOK: 	 [['people'], ['is']]
################################################################################
IN SEQ: 	 b'there are some subjects which men should not talk about with other men'
GOLD SEQ: 	 b'there are some subjects which people should not talk about with other'
PRED SEQ:	 b'there are some subjects subjects people should talk about with'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['people']]
PRED TOK: 	 [['subjects', 'people']]
################################################################################
IN SEQ: 	 b'i do not like women sports analysts journalists or commentators instant channel change'
GOLD SEQ: 	 b'i do not like some sports analysts journalists or commentators instant channel change'
PRED SEQ:	 b'i do not like people analysts analysts journalists or commentators instant'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['some']]
PRED TOK: 	 [['people', 'analysts']]
################################################################################
IN SEQ: 	 b'i reckon women ##s football is more entertaining than men ##s football'
GOLD SEQ: 	 b'i reckon women ##s football is as entertaining as men ##s football'
PRED SEQ:	 b'i reckon people ##s football is equally'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['as'], ['as']]
PRED TOK: 	 [['people'], ['equally']]
################################################################################
IN SEQ: 	 b'uh mature that rules most of us guys out of the running'
GOLD SEQ: 	 b'uh mature that rules most of us people out of the running'
PRED SEQ:	 b'uh mature that rules most of us out of the running running the running people uh of us most of us out of the running people mature that rules most of us out of the running uh out'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['people']]
PRED TOK: 	 [['running', 'the', 'running', 'people', 'uh', 'of', 'us', 'most', 'of', 'us', 'out', 'of', 'the', 'running', 'people', 'mature', 'that', 'rules', 'most', 'of', 'us', 'out', 'of', 'the', 'running', 'uh', 'out']]
################################################################################
IN SEQ: 	 b'i think a woman on a motorcycle is kind of dumb'
GOLD SEQ: 	 b'i think a woman on a motorcycle is kind of cool'
PRED SEQ:	 b'i think someone on a motorcycle is kind of dumb of dumb'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['cool']]
PRED TOK: 	 [['someone'], ['of', 'dumb']]
################################################################################
IN SEQ: 	 b'women gain more status through their physical appearance than men do'
GOLD SEQ: 	 b'both gender ##s gain status through their physical appearance'
PRED SEQ:	 b'people gain status through their physical appearance appearance'
GOLD DIST: 	 [1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['both', 'gender', '##s']]
PRED TOK: 	 [['people'], ['appearance']]
################################################################################
IN SEQ: 	 b'she parties like a man but loves like a woman'
GOLD SEQ: 	 b'they party but love like a spouse'
PRED SEQ:	 b'they parties parties like an adult but loves an adult but'
GOLD DIST: 	 [1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['they', 'party', 'but', 'love'], ['spouse']]
PRED TOK: 	 [['they', 'parties'], ['an', 'adult'], ['an', 'adult', 'but']]
################################################################################
IN SEQ: 	 b'women s feelings are more easily hurt than men s'
GOLD SEQ: 	 b"some people ' s feelings are more easily hurt than others"
PRED SEQ:	 b'people s feelings are more easily easily than'
GOLD DIST: 	 [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['some', 'people', "'"], ['others']]
PRED TOK: 	 [['people'], ['easily']]
################################################################################
IN SEQ: 	 b'when they are on their periods women are easily distracted'
GOLD SEQ: 	 b'when they are on their periods children are easily distracted'
PRED SEQ:	 b'when they are on their periods people are easily distracted'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['children']]
PRED TOK: 	 [['people']]
################################################################################
IN SEQ: 	 b'watching women play rugby is just plain wrong'
GOLD SEQ: 	 b'watching women play rugby is just plain amazing'
PRED SEQ:	 b'watching people play rugby rugby is'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['amazing']]
PRED TOK: 	 [['people'], ['rugby']]
################################################################################
IN SEQ: 	 b'girls can ##t drive im sorry'
GOLD SEQ: 	 b'everyone can drive im sorry'
PRED SEQ:	 b'people can ##t drive im sorry im sorry im drive im sorry people can ##t drive'
GOLD DIST: 	 [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 [['everyone']]
PRED TOK: 	 [['people'], ['im', 'sorry', 'im', 'drive', 'im', 'sorry', 'people', 'can', '##t', 'drive']]
